accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.9419094920158386,0.9821841716766357,0.14636577665805817,0.8125,1.0,0.3973890244960785,9.999999747378752e-06
0.9708588719367981,0.9947324991226196,0.07614823430776596,0.875,1.0,0.2754742503166199,9.999999747378752e-06
0.9754601120948792,0.9957838654518127,0.0645046979188919,1.0,1.0,0.0788487046957016,9.999999747378752e-06
0.9817867875099182,0.9969268441200256,0.051292307674884796,0.875,1.0,0.1375769078731537,4.999999873689376e-06
