accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.893980085849762,0.9560630321502686,0.2651546597480774,0.875,1.0,0.3022042512893677,9.999999747378752e-06
0.9240797758102417,0.9756034016609192,0.18189868330955505,0.875,1.0,0.25165385007858276,9.999999747378752e-06
0.9394171833992004,0.983250081539154,0.1496669352054596,0.9375,1.0,0.152677521109581,9.999999747378752e-06
0.94804447889328,0.9862728118896484,0.13379418849945068,0.9375,1.0,0.13956835865974426,4.999999873689376e-06
